code|1,code|1|type,description,hospital_name,hospital_city,hospital_state,med_min,med_max
273,MS-DRG,Percutaneous And Other Intracardiac Procedures With Mcc,The Johns Hopkins Hospital,Baltimore,MD,23211.52,114593.53
273,MS-DRG,Percutaneous Intracardiac Procedures w/MCC,The Cleveland Clinic Foundation,Cleveland,OH,17243.0,140021.0
275,MS-DRG,CARDIAC DEFIBRILLATOR IMPLANT WITH CARDIAC CATHETERIZATION AND MCC,The Cleveland Clinic Foundation,Cleveland,OH,16500.0,278518.0
275,MS-DRG,CARDIAC DEFIBRILLATOR IMPLANT WITH CARDIAC CATHETERIZATION AND MCC,The Mount Sinai Hospital,New York,NY,43546.36,262040.1
275,MS-DRG,CARDIAC DEFIBRILLATOR IMPLANT WITH CARDIAC CATHETERIZATION AND MCC,The Trustees of the University of Pennsylvania D/B/A The Hospital of the University of Pennsylvania,Philadelphia,PA,544.94,202886.64
275,MS-DRG,Cardiac Defibrillator Implant With Cardiac Catheterization And McC,Mayo Clinic,Phoenix,AZ,47781.44,250846.65
275,MS-DRG,Cardiac Defibrillator Implant With Cardiac Catheterization And Mcc,Johns Hopkins Howard County Medical Center,Columbia,MD,41883.83,119628.57
275,MS-DRG,Cardiac Defibrillator Implant With Cardiac Catheterization And Mcc,The Johns Hopkins Hospital,Baltimore,MD,59867.96,216743.46
275,MS-DRG,Cardiac defib implant w/MCC with & w/o shock,The Cleveland Clinic Foundation,Cleveland,OH,16500.0,278518.0
276,EAPG,PROCEDURES FOR REVISION OR REMOVAL OF NEUROSTIMULATOR DEVICES,The Mount Sinai Hospital,New York,NY,2081.08,5035.6
276,MS-DRG,CARDIAC DEFIBRILLATOR IMPLANT WITH MCC,The Cleveland Clinic Foundation,Cleveland,OH,16500.0,259111.0
276,MS-DRG,CARDIAC DEFIBRILLATOR IMPLANT WITH MCC,The Mount Sinai Hospital,New York,NY,38436.51,231291.6
276,MS-DRG,CARDIAC DEFIBRILLATOR IMPLANT WITH MCC OR CAROTID SINUS NEUROSTIMULATOR,The Cleveland Clinic Foundation,Cleveland,OH,16500.0,259111.0
276,MS-DRG,Cardiac Defibrillator Implant With McC Or Carotid Sinus Neurostimulator,Mayo Clinic,Phoenix,AZ,42174.64,142716.96
276,MS-DRG,Cardiac Defibrillator Implant With Mcc Or Carotid Sinus Neurostimulator,Johns Hopkins Howard County Medical Center,Columbia,MD,37745.88,37745.88
276,MS-DRG,Cardiac Defibrillator Implant With Mcc Or Carotid Sinus Neurostimulator,The Johns Hopkins Hospital,Baltimore,MD,87487.04,144919.5
276,MS-DRG,Cardiac defib implant w/o Card Cath w/MCC,The Cleveland Clinic Foundation,Cleveland,OH,16500.0,259111.0
276,MS-DRG,NON-MALIGANT BREAST DISORDERS,The Trustees of the University of Pennsylvania D/B/A The Hospital of the University of Pennsylvania,Philadelphia,PA,544.94,177835.15
277,EAPG,LEVEL I VASCULAR RADIOLOGICAL PROCEDURES,The Mount Sinai Hospital,New York,NY,343.73,831.72
277,MS-DRG,CARDIAC DEFIBRILLATOR IMPLANT WITHOUT MCC,The Cleveland Clinic Foundation,Cleveland,OH,16500.0,140283.0
277,MS-DRG,CARDIAC DEFIBRILLATOR IMPLANT WITHOUT MCC,The Mount Sinai Hospital,New York,NY,29599.49,178114.87
277,MS-DRG,CELLULITIS AGE >17 W CC,The Trustees of the University of Pennsylvania D/B/A The Hospital of the University of Pennsylvania,Philadelphia,PA,544.94,232912.0
277,MS-DRG,Cardiac Defibrillator Implant Without McC,Mayo Clinic,Phoenix,AZ,32478.18,163393.41
277,MS-DRG,Cardiac Defibrillator Implant Without Mcc,Johns Hopkins Howard County Medical Center,Columbia,MD,46175.93,46175.93
277,MS-DRG,Cardiac Defibrillator Implant Without Mcc,The Johns Hopkins Hospital,Baltimore,MD,58676.38,110840.99
277,MS-DRG,Cardiac Defibrillator Implant without MCC,The Cleveland Clinic Foundation,Cleveland,OH,16500.0,140283.0
277,MS-DRG,Cardiac defib implant w/o Card Cath w/o MCC,The Cleveland Clinic Foundation,Cleveland,OH,16500.0,140283.0
280,APR-DRG,ALCOHOLIC LIVER DISEASE,Mayo Clinic,Phoenix,AZ,10422.84,53707.06
280,EAPG,LEVEL III VASCULAR RADIOLOGICAL PROCEDURES,The Mount Sinai Hospital,New York,NY,997.46,2413.57
280,MS-DRG,"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",The Cleveland Clinic Foundation,Cleveland,OH,14913.75,59200.0
280,MS-DRG,"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE WITH MCC",The Cleveland Clinic Foundation,Cleveland,OH,14913.75,59200.0
280,MS-DRG,"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE WITH MCC",The Mount Sinai Hospital,New York,NY,9819.25,59087.33
280,MS-DRG,"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE WITH MCC",The Trustees of the University of Pennsylvania D/B/A The Hospital of the University of Pennsylvania,Philadelphia,PA,544.94,47678.03
280,MS-DRG,Acute Myocardial Infarction alive w/MCC,The Cleveland Clinic Foundation,Cleveland,OH,14913.75,59200.0
280,MS-DRG,"Acute Myocardial Infarction, Discharged Alive With McC",Mayo Clinic,Phoenix,AZ,10774.22,49700.4
280,MS-DRG,"Acute Myocardial Infarction, Discharged Alive With Mcc",Johns Hopkins Howard County Medical Center,Columbia,MD,2124.65,30634.89
280,MS-DRG,"Acute Myocardial Infarction, Discharged Alive With Mcc",The Johns Hopkins Hospital,Baltimore,MD,2374.85,118721.1
280,RC,Oncology,The Mount Sinai Hospital,New York,NY,1000.0,1000.0
281,APR-DRG,MALIGNANCY OF HEPATOBILIARY SYSTEM AND PANCREAS,Mayo Clinic,Phoenix,AZ,2814.94,48341.57
281,MS-DRG,"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W CC",The Cleveland Clinic Foundation,Cleveland,OH,8724.07,44493.0
281,MS-DRG,"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE WITH CC",The Cleveland Clinic Foundation,Cleveland,OH,8724.07,44493.0
281,MS-DRG,"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE WITH CC",The Mount Sinai Hospital,New York,NY,5650.79,34003.61
281,MS-DRG,"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE WITH CC",The Trustees of the University of Pennsylvania D/B/A The Hospital of the University of Pennsylvania,Philadelphia,PA,544.94,27356.58
281,MS-DRG,Acute Myocardial Infarction alive w/CC,The Cleveland Clinic Foundation,Cleveland,OH,8724.07,44493.0
281,MS-DRG,"Acute Myocardial Infarction, Discharged Alive With Cc",Johns Hopkins Howard County Medical Center,Columbia,MD,4489.71,16843.06
281,MS-DRG,"Acute Myocardial Infarction, Discharged Alive With Cc",Mayo Clinic,Phoenix,AZ,6200.35,38390.99
281,MS-DRG,"Acute Myocardial Infarction, Discharged Alive With Cc",The Johns Hopkins Hospital,Baltimore,MD,2542.11,32699.27
282,APR-DRG,DISORDERS OF PANCREAS EXCEPT MALIGNANCY,Mayo Clinic,Phoenix,AZ,2062.95,37881.18
282,EAPG,MAGNETIC RESONANCE ANGIOGRAPHY,The Mount Sinai Hospital,New York,NY,602.11,1456.93
282,MS-DRG,"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W/O CC/MCC",The Cleveland Clinic Foundation,Cleveland,OH,7032.14,31401.0
282,MS-DRG,"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE WITHOUT CC/MCC",The Cleveland Clinic Foundation,Cleveland,OH,7032.14,31401.0
282,MS-DRG,"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE WITHOUT CC/MCC",The Mount Sinai Hospital,New York,NY,4444.5,26744.79
282,MS-DRG,"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE WITHOUT CC/MCC",The Trustees of the University of Pennsylvania D/B/A The Hospital of the University of Pennsylvania,Philadelphia,PA,544.94,21801.82
282,MS-DRG,Acute Myocardial Infarction w/o CC/MCC,The Cleveland Clinic Foundation,Cleveland,OH,7032.14,31401.0
282,MS-DRG,"Acute Myocardial Infarction, Discharged Alive Without Cc/McC",Mayo Clinic,Phoenix,AZ,4876.75,32631.07
282,MS-DRG,"Acute Myocardial Infarction, Discharged Alive Without Cc/Mcc",Johns Hopkins Howard County Medical Center,Columbia,MD,6101.04,33291.6
282,MS-DRG,"Acute Myocardial Infarction, Discharged Alive Without Cc/Mcc",The Johns Hopkins Hospital,Baltimore,MD,5639.35,23448.55
283,MS-DRG,"ACUTE MYOCARDIAL INFARCTION, EXPIRED W MCC",The Cleveland Clinic Foundation,Cleveland,OH,17614.64,71192.0
283,MS-DRG,"ACUTE MYOCARDIAL INFARCTION, EXPIRED WITH MCC",The Cleveland Clinic Foundation,Cleveland,OH,17614.64,71192.0
283,MS-DRG,"ACUTE MYOCARDIAL INFARCTION, EXPIRED WITH MCC",The Mount Sinai Hospital,New York,NY,12201.5,73422.48
283,MS-DRG,"ACUTE MYOCARDIAL INFARCTION, EXPIRED WITH MCC",The Trustees of the University of Pennsylvania D/B/A The Hospital of the University of Pennsylvania,Philadelphia,PA,544.94,56545.33
283,MS-DRG,Acute Myocardial Infarction expired w/MCC,The Cleveland Clinic Foundation,Cleveland,OH,17614.64,71192.0
283,MS-DRG,"Acute Myocardial Infarction, Expired With McC",Mayo Clinic,Phoenix,AZ,13388.15,70333.28
283,MS-DRG,"Acute Myocardial Infarction, Expired With Mcc",Johns Hopkins Howard County Medical Center,Columbia,MD,2913.69,53994.05
283,MS-DRG,"Acute Myocardial Infarction, Expired With Mcc",The Johns Hopkins Hospital,Baltimore,MD,8271.36,129016.19
286,EAPG,MAMMOGRAPHY AND OTHER RELATED PROCEDURES,The Mount Sinai Hospital,New York,NY,132.03,319.48
286,MS-DRG,"CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W MCC",The Cleveland Clinic Foundation,Cleveland,OH,16244.0,83685.0
286,MS-DRG,"CIRCULATORY DISORDERS EXCEPT AMI, WITH CARDIAC CATHETERIZATION WITH MCC",The Cleveland Clinic Foundation,Cleveland,OH,16244.0,83685.0
286,MS-DRG,"CIRCULATORY DISORDERS EXCEPT AMI, WITH CARDIAC CATHETERIZATION WITH MCC",The Mount Sinai Hospital,New York,NY,13341.56,80282.79
286,MS-DRG,"CIRCULATORY DISORDERS EXCEPT AMI, WITH CARDIAC CATHETERIZATION WITH MCC",The Trustees of the University of Pennsylvania D/B/A The Hospital of the University of Pennsylvania,Philadelphia,PA,544.94,63828.42
286,MS-DRG,"Circulatory Disorders Except Ami, With Cardiac Catheterization With McC",Mayo Clinic,Phoenix,AZ,14639.09,67020.23
286,MS-DRG,"Circulatory Disorders Except Ami, With Cardiac Catheterization With Mcc",Johns Hopkins Howard County Medical Center,Columbia,MD,6332.12,39183.73
286,MS-DRG,"Circulatory Disorders Except Ami, With Cardiac Catheterization With Mcc",The Johns Hopkins Hospital,Baltimore,MD,3600.0,225582.52
286,MS-DRG,Circulatory Disorders except AMI w/Card Cath w/MCC,The Cleveland Clinic Foundation,Cleveland,OH,16244.0,83685.0
287,MS-DRG,"CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W/O MCC",The Cleveland Clinic Foundation,Cleveland,OH,10168.27,43469.0
287,MS-DRG,"CIRCULATORY DISORDERS EXCEPT AMI, WITH CARDIAC CATHETERIZATION WITHOUT MCC",The Cleveland Clinic Foundation,Cleveland,OH,10168.27,43469.0
287,MS-DRG,"CIRCULATORY DISORDERS EXCEPT AMI, WITH CARDIAC CATHETERIZATION WITHOUT MCC",The Mount Sinai Hospital,New York,NY,6694.3,40282.92
287,MS-DRG,"CIRCULATORY DISORDERS EXCEPT AMI, WITH CARDIAC CATHETERIZATION WITHOUT MCC",The Trustees of the University of Pennsylvania D/B/A The Hospital of the University of Pennsylvania,Philadelphia,PA,544.94,37312.2
287,MS-DRG,"Circulatory Disorders Except Ami, With Cardiac Catheterization Without McC",Mayo Clinic,Phoenix,AZ,7345.35,45028.72
287,MS-DRG,"Circulatory Disorders Except Ami, With Cardiac Catheterization Without Mcc",Johns Hopkins Howard County Medical Center,Columbia,MD,4923.79,28778.23
287,MS-DRG,"Circulatory Disorders Except Ami, With Cardiac Catheterization Without Mcc",The Johns Hopkins Hospital,Baltimore,MD,5563.32,158605.09
287,MS-DRG,"Circulatory disorders except AMI, w/cardiac cath w/o
MCC",The Cleveland Clinic Foundation,Cleveland,OH,10168.27,43469.0
287,MS-DRG,"Circulatory disorders except AMI, w/cardiac cath w/o MCC",The Cleveland Clinic Foundation,Cleveland,OH,10168.27,43469.0
288,EAPG,LEVEL I DIAGNOSTIC ULTRASOUND,The Mount Sinai Hospital,New York,NY,158.92,384.55
288,MS-DRG,ACUTE & SUBACUTE ENDOCARDITIS W MCC,The Cleveland Clinic Foundation,Cleveland,OH,22000.0,114585.0
288,MS-DRG,ACUTE AND SUBACUTE ENDOCARDITIS WITH MCC,The Cleveland Clinic Foundation,Cleveland,OH,22000.0,114585.0
288,MS-DRG,ACUTE AND SUBACUTE ENDOCARDITIS WITH MCC,The Mount Sinai Hospital,New York,NY,16048.74,96573.24
288,MS-DRG,ACUTE AND SUBACUTE ENDOCARDITIS WITH MCC,The Trustees of the University of Pennsylvania D/B/A The Hospital of the University of Pennsylvania,Philadelphia,PA,544.94,131406.51
288,MS-DRG,Acute & Sub Acute Endocarditis w/MCC,The Cleveland Clinic Foundation,Cleveland,OH,22000.0,114585.0
288,MS-DRG,Acute And Subacute Endocarditis With McC,Mayo Clinic,Phoenix,AZ,17609.55,122758.37
288,MS-DRG,Acute And Subacute Endocarditis With Mcc,Johns Hopkins Howard County Medical Center,Columbia,MD,51538.45,51538.45
288,MS-DRG,Acute And Subacute Endocarditis With Mcc,The Johns Hopkins Hospital,Baltimore,MD,30687.38,46868.3
291,EAPG,BONE DENSITY AND RELATED PROCEDURES,The Mount Sinai Hospital,New York,NY,177.4,429.26
291,MS-DRG,HEART FAILURE & SHOCK W MCC,The Cleveland Clinic Foundation,Cleveland,OH,12018.47,61593.0
291,MS-DRG,HEART FAILURE AND SHOCK WITH MCC,The Cleveland Clinic Foundation,Cleveland,OH,12018.47,61593.0
291,MS-DRG,HEART FAILURE AND SHOCK WITH MCC,The Mount Sinai Hospital,New York,NY,7946.38,47817.35
291,MS-DRG,HEART FAILURE AND SHOCK WITH MCC,The Trustees of the University of Pennsylvania D/B/A The Hospital of the University of Pennsylvania,Philadelphia,PA,544.94,38172.46
291,MS-DRG,Heart Failure & Shock w/MCC,The Cleveland Clinic Foundation,Cleveland,OH,12018.47,61593.0
291,MS-DRG,Heart Failure And Shock With McC,Mayo Clinic,Phoenix,AZ,8719.21,35583.88
291,MS-DRG,Heart Failure And Shock With Mcc,Johns Hopkins Howard County Medical Center,Columbia,MD,1966.46,21195.77
291,MS-DRG,Heart Failure And Shock With Mcc,The Johns Hopkins Hospital,Baltimore,MD,5709.36,75211.01
292,MS-DRG,HEART FAILURE & SHOCK W CC,The Cleveland Clinic Foundation,Cleveland,OH,8202.81,40729.0
292,MS-DRG,HEART FAILURE AND SHOCK WITH CC,The Cleveland Clinic Foundation,Cleveland,OH,8202.81,40729.0
292,MS-DRG,HEART FAILURE AND SHOCK WITH CC,The Mount Sinai Hospital,New York,NY,5301.1,31899.34
292,MS-DRG,HEART FAILURE AND SHOCK WITH CC,The Trustees of the University of Pennsylvania D/B/A The Hospital of the University of Pennsylvania,Philadelphia,PA,544.94,42397.47
292,MS-DRG,Heart Failure & Shock w/CC,The Cleveland Clinic Foundation,Cleveland,OH,8202.81,40729.0
292,MS-DRG,Heart Failure And Shock With Cc,Johns Hopkins Howard County Medical Center,Columbia,MD,4907.71,11439.09
292,MS-DRG,Heart Failure And Shock With Cc,Mayo Clinic,Phoenix,AZ,5816.65,30936.93
292,MS-DRG,Heart Failure And Shock With Cc,The Johns Hopkins Hospital,Baltimore,MD,5172.45,46573.3
293,EAPG,MAGNETIC RESONANCE IMAGING WITHOUT CONTRAST,The Mount Sinai Hospital,New York,NY,470.2,1137.73
293,MS-DRG,HEART FAILURE & SHOCK W/O CC/MCC,The Cleveland Clinic Foundation,Cleveland,OH,5514.82,27401.0
293,MS-DRG,HEART FAILURE AND SHOCK WITHOUT CC/MCC,The Cleveland Clinic Foundation,Cleveland,OH,5514.82,27401.0
293,MS-DRG,HEART FAILURE AND SHOCK WITHOUT CC/MCC,The Mount Sinai Hospital,New York,NY,3475.27,20912.41
293,MS-DRG,HEART FAILURE AND SHOCK WITHOUT CC/MCC,The Trustees of the University of Pennsylvania D/B/A The Hospital of the University of Pennsylvania,Philadelphia,PA,544.94,32663.58
293,MS-DRG,Heart Failure And Shock Without Cc/McC,Mayo Clinic,Phoenix,AZ,3813.25,15896.81
293,MS-DRG,Heart Failure And Shock Without Cc/Mcc,Johns Hopkins Howard County Medical Center,Columbia,MD,1808.88,4311.64
293,MS-DRG,Heart Failure And Shock Without Cc/Mcc,The Johns Hopkins Hospital,Baltimore,MD,1783.68,13076.64
293,MS-DRG,Heart failure & shock w/o CC/MCC,The Cleveland Clinic Foundation,Cleveland,OH,5514.82,27401.0
299,EAPG,LEVEL I COMPUTED TOMOGRAPHY,The Mount Sinai Hospital,New York,NY,321.28,777.4
299,MS-DRG,PERIPHERAL VASCULAR DISORDERS W MCC,The Cleveland Clinic Foundation,Cleveland,OH,14709.03,57584.0
299,MS-DRG,PERIPHERAL VASCULAR DISORDERS WITH MCC,The Cleveland Clinic Foundation,Cleveland,OH,14709.03,57584.0
299,MS-DRG,PERIPHERAL VASCULAR DISORDERS WITH MCC,The Mount Sinai Hospital,New York,NY,9755.5,58703.72
299,MS-DRG,PERIPHERAL VASCULAR DISORDERS WITH MCC,The Trustees of the University of Pennsylvania D/B/A The Hospital of the University of Pennsylvania,Philadelphia,PA,544.94,47005.92
299,MS-DRG,Peripheral Vascular Disorders With McC,Mayo Clinic,Phoenix,AZ,10704.27,43770.08
299,MS-DRG,Peripheral Vascular Disorders With Mcc,Johns Hopkins Howard County Medical Center,Columbia,MD,3772.48,9861.28
299,MS-DRG,Peripheral Vascular Disorders With Mcc,The Johns Hopkins Hospital,Baltimore,MD,5241.42,102527.14
299,MS-DRG,Peripheral vascular disorders w/MCC,The Cleveland Clinic Foundation,Cleveland,OH,14709.03,57584.0
300,EAPG,ANESTH HEAD/NECK/PTRUNK,The Cleveland Clinic Foundation,Cleveland,OH,198.95,230.36
300,EAPG,LEVEL II COMPUTED TOMOGRAPHY,The Mount Sinai Hospital,New York,NY,383.96,929.07
300,MS-DRG,PERIPHERAL VASCULAR DISORDERS W CC,The Cleveland Clinic Foundation,Cleveland,OH,10003.98,39291.0
300,MS-DRG,PERIPHERAL VASCULAR DISORDERS WITH CC,The Cleveland Clinic Foundation,Cleveland,OH,10003.98,39291.0
300,MS-DRG,PERIPHERAL VASCULAR DISORDERS WITH CC,The Mount Sinai Hospital,New York,NY,6603.93,39739.16
300,MS-DRG,PERIPHERAL VASCULAR DISORDERS WITH CC,The Trustees of the University of Pennsylvania D/B/A The Hospital of the University of Pennsylvania,Philadelphia,PA,544.94,31558.7
300,MS-DRG,Peripheral Vascular Disorders With Cc,Johns Hopkins Howard County Medical Center,Columbia,MD,3974.19,22025.3
300,MS-DRG,Peripheral Vascular Disorders With Cc,Mayo Clinic,Phoenix,AZ,7246.2,28896.59
300,MS-DRG,Peripheral Vascular Disorders With Cc,The Johns Hopkins Hospital,Baltimore,MD,2038.4,51099.46
300,MS-DRG,Peripheral vascular disorders w/CC,The Cleveland Clinic Foundation,Cleveland,OH,10003.98,39291.0
300,RC,H PYLORI BREATH TST ANALYSIS,The Trustees of the University of Pennsylvania D/B/A The Hospital of the University of Pennsylvania,Philadelphia,PA,33.68,1152.57
301,EAPG,COMPUTED TOMOGRAPHY- OTHER,The Mount Sinai Hospital,New York,NY,288.67,698.49
301,MS-DRG,PERIPHERAL VASCULAR DISORDERS W/O CC/MCC,The Cleveland Clinic Foundation,Cleveland,OH,6931.5,27110.0
301,MS-DRG,PERIPHERAL VASCULAR DISORDERS WITHOUT CC/MCC,The Cleveland Clinic Foundation,Cleveland,OH,6931.5,27110.0
301,MS-DRG,PERIPHERAL VASCULAR DISORDERS WITHOUT CC/MCC,The Mount Sinai Hospital,New York,NY,4393.13,26435.67
301,MS-DRG,PERIPHERAL VASCULAR DISORDERS WITHOUT CC/MCC,The Trustees of the University of Pennsylvania D/B/A The Hospital of the University of Pennsylvania,Philadelphia,PA,544.94,21471.41
301,MS-DRG,Peripheral Vascular Disorders Without Cc/McC,Mayo Clinic,Phoenix,AZ,4820.39,25360.16
301,MS-DRG,Peripheral Vascular Disorders Without Cc/Mcc,Johns Hopkins Howard County Medical Center,Columbia,MD,1987.01,8632.91
301,MS-DRG,Peripheral Vascular Disorders Without Cc/Mcc,The Johns Hopkins Hospital,Baltimore,MD,3400.0,22127.96
301,MS-DRG,Peripheral vascular disorders w/o CC/MCC,The Cleveland Clinic Foundation,Cleveland,OH,6931.5,27110.0
302,EAPG,COMPUTED TOMOGRAPHIC ANGIOGRAPHY,The Mount Sinai Hospital,New York,NY,407.4,985.78
302,MS-DRG,ATHEROSCLEROSIS W MCC,The Cleveland Clinic Foundation,Cleveland,OH,10801.34,41170.0
302,MS-DRG,ATHEROSCLEROSIS WITH MCC,The Cleveland Clinic Foundation,Cleveland,OH,10801.34,41170.0
302,MS-DRG,ATHEROSCLEROSIS WITH MCC,The Mount Sinai Hospital,New York,NY,6938.77,41754.05
302,MS-DRG,ATHEROSCLEROSIS WITH MCC,The Trustees of the University of Pennsylvania D/B/A The Hospital of the University of Pennsylvania,Philadelphia,PA,544.94,34176.5
302,MS-DRG,Atherosclerosis With McC,Mayo Clinic,Phoenix,AZ,7613.6,30550.75
302,MS-DRG,Atherosclerosis With Mcc,Johns Hopkins Howard County Medical Center,Columbia,MD,11665.01,11665.01
302,MS-DRG,Atherosclerosis With Mcc,The Johns Hopkins Hospital,Baltimore,MD,6338.36,62866.14
302,MS-DRG,Atherosclerosis w/MCC,The Cleveland Clinic Foundation,Cleveland,OH,10801.34,41170.0
303,MS-DRG,ATHEROSCLEROSIS W/O MCC,The Cleveland Clinic Foundation,Cleveland,OH,6578.84,39400.0
303,MS-DRG,ATHEROSCLEROSIS WITHOUT MCC,The Cleveland Clinic Foundation,Cleveland,OH,6578.84,39400.0
303,MS-DRG,ATHEROSCLEROSIS WITHOUT MCC,The Mount Sinai Hospital,New York,NY,4073.15,24510.16
303,MS-DRG,ATHEROSCLEROSIS WITHOUT MCC,The Trustees of the University of Pennsylvania D/B/A The Hospital of the University of Pennsylvania,Philadelphia,PA,544.94,67782.73
303,MS-DRG,Atherosclerosis Without McC,Mayo Clinic,Phoenix,AZ,4469.28,23406.48
303,MS-DRG,Atherosclerosis Without Mcc,Johns Hopkins Howard County Medical Center,Columbia,MD,3469.97,3469.97
303,MS-DRG,Atherosclerosis Without Mcc,The Johns Hopkins Hospital,Baltimore,MD,1101.49,22854.21
303,MS-DRG,Atherosclerosis w/o MCC,The Cleveland Clinic Foundation,Cleveland,OH,6578.84,39400.0
303,MS-DRG,Kidney Ureter Major Bladder Procedures For Neoplasm,The Cleveland Clinic Foundation,Cleveland,OH,6578.84,39400.0
303,RC,Laboratory - Clinical Diagnostic: Renal patient (home),The Mount Sinai Hospital,New York,NY,2.07,2.63
304,APR-DRG,DORSAL AND LUMBAR FUSION PROCEDURE EXCEPT FOR CURVATURE OF BACK,Mayo Clinic,Phoenix,AZ,10241.06,205721.41499999998
304,EAPG,MINOR SPECIMEN COLLECTION SERVICES,The Mount Sinai Hospital,New York,NY,42.88,103.76
304,MS-DRG,HYPERTENSION W MCC,The Cleveland Clinic Foundation,Cleveland,OH,10900.26,42634.0
304,MS-DRG,HYPERTENSION WITH MCC,The Cleveland Clinic Foundation,Cleveland,OH,10900.26,42634.0
304,MS-DRG,HYPERTENSION WITH MCC,The Mount Sinai Hospital,New York,NY,7111.45,42793.15
304,MS-DRG,HYPERTENSION WITH MCC,The Trustees of the University of Pennsylvania D/B/A The Hospital of the University of Pennsylvania,Philadelphia,PA,544.94,34501.31
304,MS-DRG,Hypertension With McC,Mayo Clinic,Phoenix,AZ,7803.08,38338.47
304,MS-DRG,Hypertension With Mcc,Johns Hopkins Howard County Medical Center,Columbia,MD,3274.24,17689.06
304,MS-DRG,Hypertension With Mcc,The Johns Hopkins Hospital,Baltimore,MD,1083.77,312029.06
304,MS-DRG,Hypertension w/MCC,The Cleveland Clinic Foundation,Cleveland,OH,10900.26,42634.0
304,MS-DRG,Kidney Ureter Major Bladder Procedures for Non-Neoplasm With cc,The Cleveland Clinic Foundation,Cleveland,OH,10900.26,42634.0
304,RC,Laboratory - Clinical Diagnostic: Nonroutine dialysis,The Mount Sinai Hospital,New York,NY,2.07,2.63
305,APR-DRG,AMPUTATION OF LOWER LIMB EXCEPT TOES,Mayo Clinic,Phoenix,AZ,4180.96,39894.490000000005
305,EAPG,LEVEL I SURGICAL PATHOLOGY TESTS,The Mount Sinai Hospital,New York,NY,61.08,147.8
305,MS-DRG,HYPERTENSION W/O MCC,The Cleveland Clinic Foundation,Cleveland,OH,7252.34,25116.0
305,MS-DRG,HYPERTENSION WITHOUT MCC,The Cleveland Clinic Foundation,Cleveland,OH,7252.34,25116.0
305,MS-DRG,HYPERTENSION WITHOUT MCC,The Mount Sinai Hospital,New York,NY,4663.6,28063.22
305,MS-DRG,HYPERTENSION WITHOUT MCC,The Trustees of the University of Pennsylvania D/B/A The Hospital of the University of Pennsylvania,Philadelphia,PA,544.94,23822.82
305,MS-DRG,Hypertension Without McC,Mayo Clinic,Phoenix,AZ,5117.16,29182.67
305,MS-DRG,Hypertension Without Mcc,Johns Hopkins Howard County Medical Center,Columbia,MD,1062.13,8828.92
305,MS-DRG,Hypertension Without Mcc,The Johns Hopkins Hospital,Baltimore,MD,1965.54,43737.89
305,MS-DRG,Hypertension w/o MCC,The Cleveland Clinic Foundation,Cleveland,OH,7252.34,25116.0
305,MS-DRG,Kidney Ureter Major Bladder Procedures For Non-Neoplasm W/0 cc,The Cleveland Clinic Foundation,Cleveland,OH,7252.34,25116.0
308,APR-DRG,HIP AND FEMUR FRACTURE REPAIR,Mayo Clinic,Phoenix,AZ,5504.27,72849.08
308,EAPG,LEVEL III PATHOLOGY TESTS,The Mount Sinai Hospital,New York,NY,91.88,222.32
308,MS-DRG,CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,The Cleveland Clinic Foundation,Cleveland,OH,11167.77,34100.0
308,MS-DRG,CARDIAC ARRHYTHMIA AND CONDUCTION DISORDERS WITH MCC,The Cleveland Clinic Foundation,Cleveland,OH,11167.77,34100.0
308,MS-DRG,CARDIAC ARRHYTHMIA AND CONDUCTION DISORDERS WITH MCC,The Mount Sinai Hospital,New York,NY,7440.72,44774.53
308,MS-DRG,CARDIAC ARRHYTHMIA AND CONDUCTION DISORDERS WITH MCC,The Trustees of the University of Pennsylvania D/B/A The Hospital of the University of Pennsylvania,Philadelphia,PA,544.94,35379.52
308,MS-DRG,Cardiac Arrhythmia & Conduction w/MCC,The Cleveland Clinic Foundation,Cleveland,OH,11167.77,34100.0
308,MS-DRG,Cardiac Arrhythmia And Conduction Disorders With McC,Mayo Clinic,Phoenix,AZ,8164.37,37267.5
308,MS-DRG,Cardiac Arrhythmia And Conduction Disorders With Mcc,Johns Hopkins Howard County Medical Center,Columbia,MD,1816.97,40963.85
308,MS-DRG,Cardiac Arrhythmia And Conduction Disorders With Mcc,The Johns Hopkins Hospital,Baltimore,MD,5131.52,71543.89
